input,relations,prefix,gold_relations
"A photograph published across the globe last week showed her in her swimsuit walking away from Rai Lay Beach in Krabi , Thailand , on Dec. 26 , as a wall of foaming water rushed toward it .","[['Thailand', 'LOC_CONTAINS', 'Krabi']]",NYT,"[['Thailand', 'LOC_CONTAINS', 'Krabi']]"
"If this was a school of architecture , I think its architect would have flunked out , '' says Mr. Koppelman , a florist 's son who got his start as a landscape architect , first in Astoria , Queens , and later in Smithtown , and lives with his wife , Connie , in a modern home he built himself facing West Meadow Creek in Stony Brook .","[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Astoria']]"
"If this was a school of architecture , I think its architect would have flunked out , '' says Mr. Koppelman , a florist 's son who got his start as a landscape architect , first in Astoria , Queens , and later in Smithtown , and lives with his wife , Connie , in a modern home he built himself facing West Meadow Creek in Stony Brook .","[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Astoria']]"
"FOR almost a year , five turbines on New Jersey 's first coastal wind farm have been generating electricity in Atlantic City , their slowly revolving 118-foot-long blades making the turbines resemble gigantic upright roulette wheels .","[['New Jersey', 'LOC_CONTAINS', 'Atlantic City']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Atlantic City']]"
"Three years after the Treaty of Paris was signed , a force of 300 former slaves continued to wage partisan warfare along both sides of the Savannah River in South Carolina and Georgia .","[['South Carolina', 'LOC_CONTAINS', 'Savannah River']]",NYT,"[['South Carolina', 'LOC_CONTAINS', 'Savannah River']]"
"His mother retired as the office manager for the prime minister 's office in Port Louis , Mauritius .","[['Mauritius', 'LOC_CAPITAL', 'Port Louis']]",NYT,"[['Mauritius', 'LOC_CAPITAL', 'Port Louis'], ['Port Louis', 'LOC_COUNTRY', 'Mauritius'], ['Mauritius', 'LOC_ADMIN_DIVISIONS', 'Port Louis'], ['Mauritius', 'LOC_CONTAINS', 'Port Louis']]"
"His mother retired as the office manager for the prime minister 's office in Port Louis , Mauritius .","[['Mauritius', 'LOC_CAPITAL', 'Port Louis']]",NYT,"[['Mauritius', 'LOC_CAPITAL', 'Port Louis'], ['Port Louis', 'LOC_COUNTRY', 'Mauritius'], ['Mauritius', 'LOC_ADMIN_DIVISIONS', 'Port Louis'], ['Mauritius', 'LOC_CONTAINS', 'Port Louis']]"
"His mother retired as the office manager for the prime minister 's office in Port Louis , Mauritius .","[['Mauritius', 'LOC_CAPITAL', 'Port Louis']]",NYT,"[['Mauritius', 'LOC_CAPITAL', 'Port Louis'], ['Port Louis', 'LOC_COUNTRY', 'Mauritius'], ['Mauritius', 'LOC_ADMIN_DIVISIONS', 'Port Louis'], ['Mauritius', 'LOC_CONTAINS', 'Port Louis']]"
"His mother retired as the office manager for the prime minister 's office in Port Louis , Mauritius .","[['Mauritius', 'LOC_CAPITAL', 'Port Louis'], ['Mauritius', 'LOC_CONTAINS', 'Port Louis']]",NYT,"[['Mauritius', 'LOC_CAPITAL', 'Port Louis'], ['Port Louis', 'LOC_COUNTRY', 'Mauritius'], ['Mauritius', 'LOC_ADMIN_DIVISIONS', 'Port Louis'], ['Mauritius', 'LOC_CONTAINS', 'Port Louis']]"
"Soon after he left Amsterdam , the Nazis invaded the Netherlands , killing tens of thousands of Jews , including Mr. Cardozo 's parents and his siblings .","[['Netherlands', 'LOC_CONTAINS', 'Amsterdam']]",NYT,"[['Netherlands', 'LOC_CAPITAL', 'Amsterdam'], ['Netherlands', 'LOC_CONTAINS', 'Amsterdam']]"
"We 're not Austrian and we do n't get scared , '' Stiegler , whose father , Josef Stiegler , won three Olympic medals for Austria in the 1960 's , said in answer to a question about why Americans tend to do better in the Olympics than in the World Cup .","[['Josef Stiegler', 'PEO_NATIONALITY', 'Austria']]",NYT,"[['Josef Stiegler', 'PEO_NATIONALITY', 'Austria']]"
"In September , a new sign went up on the Williamsburg Bridge , and it won national notice as another example of New York City 's singularly abrasive charm : '' Leaving Brooklyn , Oy Vey ! ''","[['New York City', 'LOC_CONTAINS', 'Brooklyn']]",NYT,"[['New York City', 'LOC_CONTAINS', 'Brooklyn'], ['New York City', 'LOC_CONTAINS', 'Williamsburg Bridge']]"
"In September , a new sign went up on the Williamsburg Bridge , and it won national notice as another example of New York City 's singularly abrasive charm : '' Leaving Brooklyn , Oy Vey ! ''","[['New York City', 'LOC_CONTAINS', 'Brooklyn'], ['New York City', 'LOC_CONTAINS', 'Williamsburg Bridge']]",NYT,"[['New York City', 'LOC_CONTAINS', 'Brooklyn'], ['New York City', 'LOC_CONTAINS', 'Williamsburg Bridge']]"
"India found its niche in the cutting and polishing of low-cost diamonds for the global middle class , and today more than 7 of 10 diamonds in the world are polished in Surat .","[['India', 'LOC_CONTAINS', 'Surat']]",NYT,"[['India', 'LOC_CONTAINS', 'Surat']]"
It means more Albany stalemate : New York 's Legislature wo n't -- and should n't -- surrender its basic power over state policy .,"[['New York', 'LOC_CONTAINS', 'Albany']]",NYT,"[['New York', 'LOC_CONTAINS', 'Albany']]"
"Dr. Ujhely was born in Vienna , Austria .","[['Austria', 'LOC_CONTAINS', 'Vienna']]",NYT,"[['Austria', 'LOC_CONTAINS', 'Vienna'], ['Austria', 'LOC_CAPITAL', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria']]"
"Dr. Ujhely was born in Vienna , Austria .","[['Austria', 'LOC_CONTAINS', 'Vienna']]",NYT,"[['Austria', 'LOC_CONTAINS', 'Vienna'], ['Austria', 'LOC_CAPITAL', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria']]"
"Dr. Ujhely was born in Vienna , Austria .","[['Austria', 'LOC_CONTAINS', 'Vienna']]",NYT,"[['Austria', 'LOC_CONTAINS', 'Vienna'], ['Austria', 'LOC_CAPITAL', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria']]"
"Dr. Ujhely was born in Vienna , Austria .","[['Austria', 'LOC_CONTAINS', 'Vienna']]",NYT,"[['Austria', 'LOC_CONTAINS', 'Vienna'], ['Austria', 'LOC_CAPITAL', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria']]"
"She is the daughter of Sam Fazio of Walton Hills , Ohio , and the late Antoinette Fazio .","[['Ohio', 'LOC_CONTAINS', 'Walton Hills']]",NYT,"[['Ohio', 'LOC_CONTAINS', 'Walton Hills']]"
"Again , he took a subordinate role , this time to Charles R. Lee , GTE 's chairman .","[['Charles R. Lee', 'BUS_COMPANY', 'GTE']]",NYT,"[['Charles R. Lee', 'BUS_COMPANY', 'GTE']]"
"Princeton University Art Museum , McCormick Hall , Princeton University , Princeton ; (609) 258-3788 or www.princetonartmuseum.org .","[['Princeton University', 'LOC_CONTAINS', 'Princeton University Art Museum']]",NYT,"[['Princeton', 'LOC_CONTAINS', 'Princeton University Art Museum']]"
"In 2002 , it made its largest overseas investment , paying an undisclosed amount for an 80 percent stake in a new terminal in Antwerp , Belgium .","[['Belgium', 'LOC_CONTAINS', 'Antwerp']]",NYT,"[['Belgium', 'LOC_CONTAINS', 'Antwerp']]"
"After a week of holding Cleveland and the league in suspense , James , a native of Akron , Ohio , agreed yesterday to a maximum contract extension with the Cavaliers of up to five years and worth about $ 80 million .","[['Ohio', 'LOC_CONTAINS', 'Akron']]",NYT,"[['Ohio', 'LOC_CONTAINS', 'Akron'], ['Ohio', 'LOC_CONTAINS', 'Cleveland']]"
"After a week of holding Cleveland and the league in suspense , James , a native of Akron , Ohio , agreed yesterday to a maximum contract extension with the Cavaliers of up to five years and worth about $ 80 million .","[['Ohio', 'LOC_CONTAINS', 'Akron']]",NYT,"[['Ohio', 'LOC_CONTAINS', 'Akron'], ['Ohio', 'LOC_CONTAINS', 'Cleveland']]"
"He manages six other state-owned sites in Louisiana , including the River Center in Baton Rouge and Lamar-Dixon Expo Center in Gonzales , both now shelters for evacuees .","[['Louisiana', 'LOC_CONTAINS', 'Baton Rouge']]",NYT,"[['Louisiana', 'LOC_CONTAINS', 'Baton Rouge']]"
"Tacoma Art Museum , 1701 Pacific Avenue , Tacoma , 253-272-4258 , www.tacomaartmuseum.org , has works by the mystics , although they are not always on display .","[['Tacoma', 'LOC_CONTAINS', 'Tacoma Art Museum']]",NYT,"[['Tacoma', 'LOC_CONTAINS', 'Tacoma Art Museum']]"
"Kariuki , from Nyeri in central Kenya , served as a pacesetter here for the eighth year , the last seven consecutively .","[['Kenya', 'LOC_CONTAINS', 'Nyeri']]",NYT,"[['Kenya', 'LOC_CONTAINS', 'Nyeri']]"
"Ayaan Hirsi Ali , born in Somalia , is one in the Netherlands .","[['Ayaan Hirsi Ali', 'PEO_NATIONALITY', 'Netherlands']]",NYT,"[['Ayaan Hirsi Ali', 'PEO_NATIONALITY', 'Netherlands']]"
"At the same time , a Dallas suburb , Farmers Branch , became the first Texas municipality to enact measures fining landlords who rent to illegal immigrants , authorizing the police to seek certification to act on behalf of the Department of Homeland Security and declaring English the city 's official language .","[['Texas', 'LOC_CONTAINS', 'Farmers Branch']]",NYT,"[['Texas', 'LOC_CONTAINS', 'Dallas'], ['Texas', 'LOC_CONTAINS', 'Farmers Branch']]"
"A small sign in front of the building gave a snapshot of its history : Crispus Attucks High School , built in 1927 to serve as the only public high school for Indianapolis 's black population .","[['Indianapolis', 'LOC_CONTAINS', 'Crispus Attucks High School']]",NYT,"[['Indianapolis', 'LOC_CONTAINS', 'Crispus Attucks High School']]"
"Visitors to Walt Disney World Resort in Lake Buena Vista , Fla. , a complex of four separate theme parks , can check out Soarin ' , a new ride scheduled to open at Epcot , and will get a chance to see Lucky , a dinosaur who , according to Disney , is the world 's first '' free-roaming Audio-Animatronics figure , '' at Disney 's Animal Kingdom .","[['Lake Buena Vista', 'LOC_CONTAINS', 'Walt Disney World Resort']]",NYT,"[['Lake Buena Vista', 'LOC_CONTAINS', 'Walt Disney World Resort'], ['Walt Disney World Resort', 'LOC_CONTAINS', 'Epcot']]"
"Visitors to Walt Disney World Resort in Lake Buena Vista , Fla. , a complex of four separate theme parks , can check out Soarin ' , a new ride scheduled to open at Epcot , and will get a chance to see Lucky , a dinosaur who , according to Disney , is the world 's first '' free-roaming Audio-Animatronics figure , '' at Disney 's Animal Kingdom .","[['Lake Buena Vista', 'LOC_CONTAINS', 'Walt Disney World Resort']]",NYT,"[['Lake Buena Vista', 'LOC_CONTAINS', 'Walt Disney World Resort'], ['Walt Disney World Resort', 'LOC_CONTAINS', 'Epcot']]"
"The French police announced Monday that they had arrested more than 20 people , including Islamic militants and petty criminals , in the Paris area who were believed to have been plotting terrorist acts in France .","[['France', 'LOC_CONTAINS', 'Paris']]",NYT,"[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France']]"
"The French police announced Monday that they had arrested more than 20 people , including Islamic militants and petty criminals , in the Paris area who were believed to have been plotting terrorist acts in France .","[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris']]",NYT,"[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France']]"
"The French police announced Monday that they had arrested more than 20 people , including Islamic militants and petty criminals , in the Paris area who were believed to have been plotting terrorist acts in France .","[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_ADMIN_DIVISIONS', 'Paris']]",NYT,"[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France']]"
"The French police announced Monday that they had arrested more than 20 people , including Islamic militants and petty criminals , in the Paris area who were believed to have been plotting terrorist acts in France .","[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_ADMIN_DIVISIONS', 'Paris']]",NYT,"[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France']]"
"Also in Texas , in the town of Grapevine between Dallas and Fort Worth , is the annual Butterfly Flutterby .","[['Texas', 'LOC_CONTAINS', 'Dallas']]",NYT,"[['Texas', 'LOC_CONTAINS', 'Dallas'], ['Texas', 'LOC_CONTAINS', 'Fort Worth']]"
"Also in Texas , in the town of Grapevine between Dallas and Fort Worth , is the annual Butterfly Flutterby .","[['Texas', 'LOC_CONTAINS', 'Dallas'], ['Texas', 'LOC_CONTAINS', 'Fort Worth']]",NYT,"[['Texas', 'LOC_CONTAINS', 'Dallas'], ['Texas', 'LOC_CONTAINS', 'Fort Worth']]"
"Born in Rockville Centre , New York , he met the Paulist Fathers at St. Paul the Apostle Church and was ordained May 3 , 1949 .","[['New York', 'LOC_CONTAINS', 'Rockville Centre']]",NYT,"[['New York', 'LOC_CONTAINS', 'Rockville Centre']]"
"In a law enforcement compound in this town in east-central Chechnya , the men who served as Argun 's police sheared away her hair and her eyebrows and painted her scalp green , the color associated with Islam .","[['Chechnya', 'LOC_CONTAINS', 'Argun']]",NYT,"[['Chechnya', 'LOC_CONTAINS', 'Argun']]"
"It 's a showcase for the technology and to give customers a proof point of what is possible , '' said Randall D. Mott , Hewlett 's chief information officer , who used to run information technology operations at Dell and Wal-Mart .","[['Randall D. Mott', 'BUS_COMPANY', 'Wal-Mart']]",NYT,"[['Randall D. Mott', 'BUS_COMPANY', 'Wal-Mart'], ['Randall D. Mott', 'BUS_COMPANY', 'Dell']]"
"It 's a showcase for the technology and to give customers a proof point of what is possible , '' said Randall D. Mott , Hewlett 's chief information officer , who used to run information technology operations at Dell and Wal-Mart .","[['Randall D. Mott', 'BUS_COMPANY', 'Wal-Mart'], ['Randall D. Mott', 'BUS_COMPANY', 'Dell']]",NYT,"[['Randall D. Mott', 'BUS_COMPANY', 'Wal-Mart'], ['Randall D. Mott', 'BUS_COMPANY', 'Dell']]"
"A few miles away , on Bay Street in the Rosebank section of Staten Island , John De Luca presides over what appears to be , if this is possible , an even more cluttered enterprise than Dembner 's .","[['Staten Island', 'LOC_CONTAINS', 'Rosebank']]",NYT,"[['Staten Island', 'LOC_CONTAINS', 'Rosebank'], ['Rosebank', 'LOC_NEIGHBORHOOD', 'Staten Island']]"
"A few miles away , on Bay Street in the Rosebank section of Staten Island , John De Luca presides over what appears to be , if this is possible , an even more cluttered enterprise than Dembner 's .","[['Staten Island', 'LOC_CONTAINS', 'Rosebank']]",NYT,"[['Staten Island', 'LOC_CONTAINS', 'Rosebank'], ['Rosebank', 'LOC_NEIGHBORHOOD', 'Staten Island']]"
"The book is also being taught in classrooms at DePaul University here in Chicago and at Wheaton College in Norton , Mass. .","[['Chicago', 'LOC_CONTAINS', 'DePaul University']]",NYT,"[['Chicago', 'LOC_CONTAINS', 'DePaul University']]"
"So it was a nice gesture by the Boston Conservatory to put together a student-danced tribute to Mr. Louis , seen first in Boston and then , this weekend , at the Kaye Playhouse of Hunter College in New York .","[['Boston', 'LOC_CONTAINS', 'Boston Conservatory']]",NYT,"[['Boston', 'LOC_CONTAINS', 'Boston Conservatory']]"
"Philip Ressner was born in Brooklyn on Oct. 29 , 1922 , and attended Brooklyn College and the University of Wyoming before serving with the Army in Europe in World War II .","[['Brooklyn College', 'LOC_CONTAINS', 'Brooklyn']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Brooklyn College']]"
"Brian C. Kalt East Lansing , Mich. , March 14 , 2006 The writer is an associate professor of law at Michigan State University .","[['East Lansing', 'LOC_CONTAINS', 'Michigan State University']]",NYT,"[['East Lansing', 'LOC_CONTAINS', 'Michigan State University']]"
"Chief Esposito was the commander of two other precincts besides Borough Park -- Washington Heights in Manhattan and Bushwick in Brooklyn -- and served as commander of the Strategic and Tactical Command in the Brooklyn North Division , overseeing patrol , detective , housing , narcotics and other operations .","[['Manhattan', 'LOC_CONTAINS', 'Washington Heights']]",NYT,"[['Manhattan', 'LOC_CONTAINS', 'Washington Heights'], ['Bushwick', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Washington Heights', 'LOC_NEIGHBORHOOD', 'Manhattan'], ['Brooklyn', 'LOC_CONTAINS', 'Bushwick']]"
"Chief Esposito was the commander of two other precincts besides Borough Park -- Washington Heights in Manhattan and Bushwick in Brooklyn -- and served as commander of the Strategic and Tactical Command in the Brooklyn North Division , overseeing patrol , detective , housing , narcotics and other operations .","[['Manhattan', 'LOC_CONTAINS', 'Washington Heights']]",NYT,"[['Manhattan', 'LOC_CONTAINS', 'Washington Heights'], ['Bushwick', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Washington Heights', 'LOC_NEIGHBORHOOD', 'Manhattan'], ['Brooklyn', 'LOC_CONTAINS', 'Bushwick']]"
