input,explanations,gold_relations
"TEXT: In a press conference held recently , Baghdad Mayor Tahir Muhammad Hassun shed light on the environmental hazards that ensured from the direct and indirect effects of the U.S.-led aggression against Iraq .",Explanation: Tahir Muhammad Hassun is the mayor of Baghdad and therefore lives in Baghdad.</s>,"[['Tahir Muhammad Hassun', 'Live_In', 'Baghdad']]"
"TEXT: In 1969 , Sirhan Sirhan was convicted of assassinating Sen. Robert F. Kennedy .",Explanation: Sirhan Sirhan was convicted of assassinating Sen. Robert F. Kennedy in 1969.</s>,"[['Sirhan Sirhan', 'Kill', 'Sen. Robert F. Kennedy']]"
TEXT: Their deaths bring the number of political assassinations to six since former communist party official Ferhat Chibout was killed on January 27 .,Explanation: Ferhat Chibout was a former official of the communist party.</s>,"[['Ferhat Chibout', 'Work_For', 'communist party']]"
"TEXT: The returns from South Dakota 's presidential primary election were complete _ except for Lincoln No. 51 , a rural precinct near Lemmon in extreme northwestern South Dakota .",Explanation: Lemmon is a rural precinct located in South Dakota.</s>,"[['Lemmon', 'Located_In', 'South Dakota']]"
"TEXT: The cities where information was collected are : Mexico , Guadalajara , Monterrey , Tijuana , Ciudad Juarez , Villahermosa , Hermosillo , Culiacan , Morelia , Veracruz , Acapulco , Torreon , Puebla , Merida , Chihuahua , Oaxaca , Tampico , Leon and Tapachula. Indemerc : Diego grows According to a recent poll conducted by the Indemerc-Louis Harris firm with a representative sample of 600 Valley of Mexico residents , support for Fernandez de Cevallos began to rise after the public debate and as of 31 May he garnered the support of 42 percent of the respondents .",Explanation: Fernandez de Cevallos is a resident of Mexico.</s>,"[['Fernandez de Cevallos', 'Live_In', 'Mexico']]"
"TEXT: All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",Explanation: Port Nolloth is a place located in South Africa.</s>,"[['Port Nolloth', 'Located_In', 'South Africa']]"
"TEXT: Winter , 53 , a former Yale University law professor who became a judge in 1982 , and Starr , 42 , who served as couselor to Attorney William French Smith from 1981 until his appointment to the D.C. Circuit in 1983 , had been mentioned as possible Supreme Court nominees following the 1987 retirement of Justice Lewis Powell .",Explanation: Winter was a former law professor at Yale University and Starr was the counselor to Attorney William French Smith before his appointment to the D.C. Circuit in 1983. Lewis Powell was a Justice of the Supreme Court.</s>,"[['Winter', 'Work_For', 'Yale University'], ['Starr', 'Work_For', 'D.C. Circuit'], ['Lewis Powell', 'Work_For', 'Supreme Court']]"
"TEXT: In 1890 , 100 years ago , American aviation hero Eddie Rickenbacker was born in Columbus , Ohio .","Explanation: Eddie Rickenbacker was born in Columbus, Ohio and lived there.</s>","[['Eddie Rickenbacker', 'Live_In', 'Columbus , Ohio']]"
"TEXT: Born John Deutschendorf in Roswell , N.M. , and raised in Oklahoma , Arizona and Texas as an Air Force brat , Denver moved to Los Angeles to be a folk musician and wrote the mega-hit ` ` Leavin ' on a Jet Plane ' ' in 1969 .","Explanation: John Deutschendorf (John Denver) was born in Roswell, N.M. and thus lived there.</s>","[['John Deutschendorf', 'Live_In', 'Roswell , N.M.']]"
"TEXT: In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","Explanation: Lowell Thomas was born in Woodington, Ohio, meaning he lived there.</s>","[['Lowell Thomas', 'Live_In', 'Woodington , Ohio']]"
"TEXT: Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .","Explanation: Bush and Dukakis were born in Massachusetts’ ‘county of presidents’ Norfolk County, where three of its natives, John Adams, John Quincy Adams, and John Fitzgerald Kennedy also lived.</s>","[['Bush', 'Live_In', 'Massachusetts'], ['Bush', 'Live_In', 'Norfolk County'], ['Dukakis', 'Live_In', 'Massachusetts'], ['Dukakis', 'Live_In', 'Norfolk County'], ['John Adams', 'Live_In', 'Massachusetts'], ['John Adams', 'Live_In', 'Norfolk County'], ['John Quincy Adams', 'Live_In', 'Massachusetts'], ['John Quincy Adams', 'Live_In', 'Norfolk County'], ['John Fitzgerald Kennedy', 'Live_In', 'Massachusetts'], ['John Fitzgerald Kennedy', 'Live_In', 'Norfolk County']]"
"TEXT: Darci Alves Pereira stunned a packed courtroom by admitting he shot Mendes on Dec. 22 , 1988 , shortly after dark outside his home in this remote Amazon town near the Bolivian border , 2 , 650 miles northwest of Rio de Janeiro .","Explanation: Darci Alves Pereira admitted to shooting Mendes, thus establishing a relation of Kill.</s>","[['Darci Alves Pereira', 'Kill', 'Mendes']]"
TEXT: David Belin said Stone deliberately overlooks evidence that Lee Harvey Oswald acted alone when he killed Kennedy and a Dallas police officer .,Explanation: Lee Harvey Oswald killed Kennedy.</s>,"[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
"TEXT: Abraham Lincoln ( 16th President ) : Born Feb. 12 , 1809 , in a one-room log cabin in Hodgenville , Ky. , in rolling hills in the central part of the state .","Explanation: Abraham Lincoln was born in a one-room log cabin in Hodgenville, Ky., and therefore he lived there.</s>","[['Abraham Lincoln', 'Live_In', 'Hodgenville , Ky.']]"
"TEXT: The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .",Explanation: Leigh Gibbs Gore founded and conducted the New York Opera Repertory Theater.</s>,"[['Leigh Gibbs Gore', 'Work_For', 'The New York Opera Repertory Theater']]"
"TEXT: A University of Texas law professor , Wright helped devise the legal argument that executive privilege exempted Nixon from complying with a subpoena to surrender tape recordings of Oval Office conversations .",Explanation: Wright is a law professor at the University of Texas.</s>,"[['Wright', 'Work_For', 'University of Texas']]"
TEXT: Madrid RNE International,Explanation: RNE International is an organization based in Madrid.</s>,"[['RNE International', 'OrgBased_In', 'Madrid']]"
TEXT: NEW YORK ( AP ),Explanation: AP is an organization based in NEW YORK.</s>,"[['AP', 'OrgBased_In', 'NEW YORK']]"
TEXT: NEW YORK ( AP ),Explanation: AP is an organization based in New York.</s>,"[['AP', 'OrgBased_In', 'NEW YORK']]"
TEXT: A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,Explanation: President Nixon lived in the United States.</s>,"[['Nixon', 'Live_In', 'U.S.']]"
TEXT: President Bush announced Tuesday the United States will provide up to $50 million in food aid for Poland to help avert shortages in the country as it struggles to reform its government and economy.,"Explanation: President Bush announced the food aid from the United States, thus we can deduce that he lives in the United States.</s>","[['Bush', 'Live_In', 'United States']]"
"TEXT: The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",Explanation: Lee Harvey Oswald allegedly shot and killed President John F. Kennedy.</s>,"[['Lee Harvey Oswald', 'Kill', 'President John F. Kennedy']]"
"TEXT: During the televised forum in which the candidates for the San Pedro Sula mayorship participated , the subject of industrial contamination was examined in greater depth by Nationalist candidate Samuel Bogran .","Explanation: Samuel Bogran is a candidate for the San Pedro Sula mayorship, and therefore lives in San Pedro Sula.</s>","[['Samuel Bogran', 'Live_In', 'San Pedro Sula']]"
"TEXT: Yount , who was living in Coeur under the alias James Marvin Forsgren , was sentenced to life in prison for his conviction on first-degree murder and rape charges in the 1966 slaying of Pamela Sue Rimer , a student in his high school mathematics class in Luthersberg , Pa .","Explanation: Yount and his alias, James Marvin Forsgren, were convicted of first-degree murder and rape charges in the 1966 slaying of Pamela Sue Rimer.</s>","[['Yount', 'Kill', 'Pamela Sue Rimer'], ['James Marvin Forsgren', 'Kill', 'Pamela Sue Rimer']]"
"TEXT: In 1801 , Mormon leader Brigham Young was born in Whitingham , Vt .","Explanation: Brigham Young, the Mormon leader, was born in Whitingham, Vt. and thus lived in that place.</s>","[['Brigham Young', 'Live_In', 'Whitingham , Vt']]"
TEXT: OW1304082694 Magadan Radio Magadan in Russian 0700 GMT 5 Apr 94,Explanation: Radio Magadan is an organization based in Magadan.</s>,"[['Radio Magadan', 'OrgBased_In', 'Magadan']]"
"TEXT: Deng Nan pointed out : In drawing up their programs for the year 2010 and their Ninth Five-Year Plan , various areas and departments should pay attention to embodying the idea and contents of "" China 's 21st Century Agenda . ""","Explanation: Deng Nan mentioned China's 21st Century Agenda, so we can assume that Deng Nan is from China.</s>","[['Deng Nan', 'Live_In', 'China']]"
"TEXT: It seems to be more effective , ' ' said Dr. Alain Farley of McGill University in Montreal .","Explanation: Alain Farley works for McGill University, which is an organization based in Montreal.</s>","[['Alain Farley', 'Work_For', 'McGill University'], ['McGill University', 'OrgBased_In', 'Montreal']]"
"TEXT: British Newspaper Alleges Nuclear Ambitions Text of Article PM3001110194 London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY",Explanation: The Sunday Times is an organization based in London.</s>,"[['THE SUNDAY TIMES', 'OrgBased_In', 'London']]"
"TEXT: HIGH ISLAND , Texas ( AP )","Explanation: HIGH ISLAND is a place located in Texas and AP is an organization based in HIGH ISLAND, Texas.</s>","[['HIGH ISLAND', 'Located_In', 'Texas'], ['AP', 'OrgBased_In', 'HIGH ISLAND'], ['AP', 'OrgBased_In', 'Texas']]"
"TEXT: In 1988 , he directed three productions : ` ` A Street Car Named Desire ' ' on Broadway , ` ` Sweet Bird of Youth ' ' at the Royal Alexandra Theatre in Toronto , Canada , and ` ` The Legend of Oedipus ' ' in Williamstown .","Explanation: The Royal Alexandra Theatre is an organization based in Toronto, Canada. It can be derived that Toronto is located in Canada.</s>","[['Royal Alexandra Theatre', 'OrgBased_In', 'Toronto'], ['Royal Alexandra Theatre', 'OrgBased_In', 'Canada'], ['Toronto', 'Located_In', 'Canada']]"
"TEXT: In 1882 , the notorious outlaw Jesse James was shot to death in St. Joseph , Mo. , by Robert Ford , a member of his own gang .","Explanation: Robert Ford shot and killed Jesse James in St. Joseph, Mo.</s>","[['Robert Ford', 'Kill', 'Jesse James']]"
"TEXT: Sirhan Sirhan , in his first television interview , called Sen. Robert F. Kennedy his hero , but said he killed the presidential candidate more than 20 years ago because he felt betrayed by Kennedy 's support for Israel .",Explanation: Sirhan Sirhan killed Sen. Robert F. Kennedy more than 20 years ago.</s>,"[['Sirhan Sirhan', 'Kill', 'Sen. Robert F. Kennedy']]"
"TEXT: Spokesman Dietmar Kanzer of the smaller Rollei company , which employs about 270 people , told the AP the firm had great success with its new Roliflex 6008 camera in 1988 .",Explanation: Dietmar Kanzer is a spokesman for the Rollei company.</s>,"[['Dietmar Kanzer', 'Work_For', 'Rollei']]"
"TEXT: SOLEDAD , Calif. _ A state parole board refused to release from prison Sirhan B. Sirhan , convicted of killing Robert F. Kennedy in 1968 .",Explanation: Sirhan B. Sirhan was convicted of killing Robert F. Kennedy in 1968.</s>,"[['Sirhan B. Sirhan', 'Kill', 'Robert F. Kennedy']]"
"TEXT: Ulysses S. Grant ( 18th President ) : Born April 27 , 1822 , in a one-room , 16x19-foot home in Point Pleasant , Ohio , overlooking the Ohio River .","Explanation: Ulysses S. Grant was born in Point Pleasant, Ohio, and thus lived there.</s>","[['Ulysses S. Grant', 'Live_In', 'Point Pleasant , Ohio']]"
"TEXT: In 1969 , James Earl Ray pleaded guilty in Memphis , Tenn. , to the assassination of civil rights leader Martin Luther King Junior .",Explanation: James Earl Ray was responsible for the assassination of Martin Luther King Junior.</s>,"[['James Earl Ray', 'Kill', 'Martin Luther King Junior']]"
TEXT: Beijing CHINA DAILY ( SCIENCE MEDICINE ),Explanation: CHINA DAILY is an organization based in Beijing.</s>,"[['CHINA DAILY', 'OrgBased_In', 'Beijing']]"
"TEXT: Ozawa on U.S. Ties , Political Realignment OW1502060194 Tokyo YOMIURI SHIMBUN in Japanese 14 Feb 94 Morning Edition p 6 -- FOR OFFICIAL USE ONLY",Explanation: YOMIURI SHIMBUN is an organization based in Tokyo.</s>,"[['YOMIURI SHIMBUN', 'OrgBased_In', 'Tokyo']]"
"TEXT: In a 5-1 decision , the Supreme Court said Roger Mauro and his wife , Lois , cannot collect damages for his fear that he may contract cancer after being exposed to asbestos fibers while working as a plumber-steamfitter for more than a decade at Ancora State Psychiatric Hospital in Hammonton.","Explanation: Roger Mauro worked for Ancora State Psychiatric Hospital, which is based in Hammonton.</s>","[['Roger Mauro', 'Work_For', 'Ancora State Psychiatric Hospital'], ['Ancora State Psychiatric Hospital', 'OrgBased_In', 'Hammonton.']]"
"TEXT: "" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;",Explanation: Weiss allegedly killed Huey Long.</s>,"[['Weiss', 'Kill', 'Huey Long']]"
TEXT: Beijing XINHUA,Explanation: XINHUA is an organization based in Beijing.</s>,"[['XINHUA', 'OrgBased_In', 'Beijing']]"
"TEXT: Higgins , 44 , was seized while assigned to a United Nations peacekeeping force.","Explanation: Higgins was assigned to a United Nations peacekeeping force, therefore we can infer that Higgins works for the United Nations.</s>","[['Higgins', 'Work_For', 'United Nations']]"
